Time	UTC	GPS_lat(deg)	GPS_long(deg)
435.465	15:52:27.465	43.462229950	1.272889989
435.715	15:52:27.715	43.462229950	1.272889989
435.965	15:52:27.965	43.462229950	1.272889989
436.215	15:52:28.215	43.462229950	1.272889989
436.465	15:52:28.465	43.462229950	1.272889989
436.715	15:52:28.715	43.462229950	1.272889989
436.965	15:52:28.965	43.462229950	1.272889989
437.215	15:52:29.215	43.462229950	1.272889989
437.465	15:52:29.465	43.462229950	1.272889989
437.715	15:52:29.715	43.462229950	1.272889989
437.965	15:52:29.965	43.462229950	1.272889989
438.215	15:52:30.215	43.462229950	1.272889989
438.465	15:52:30.465	43.462229950	1.272889989
438.715	15:52:30.715	43.462229950	1.272889989
438.965	15:52:30.965	43.462229950	1.272889989
439.215	15:52:31.215	43.462229950	1.272889989
439.465	15:52:31.465	43.462229950	1.272889989
439.715	15:52:31.715	43.462229950	1.272889989
439.965	15:52:31.965	43.462229950	1.272889989
440.215	15:52:32.215	43.462229950	1.272889989
440.465	15:52:32.465	43.462229950	1.272889989
440.715	15:52:32.715	43.462229950	1.272889989
440.965	15:52:32.965	43.462229950	1.272889989
441.215	15:52:33.215	43.462229950	1.272889989
441.465	15:52:33.465	43.462229950	1.272889989
441.715	15:52:33.715	43.462229950	1.272889989
441.965	15:52:33.965	43.462229950	1.272889989
442.215	15:52:34.215	43.462229950	1.272889989
442.465	15:52:34.465	43.462229950	1.272889989
442.715	15:52:34.715	43.462229950	1.272889989
442.965	15:52:34.965	43.462229950	1.272889989
443.215	15:52:35.215	43.462229950	1.272889989
443.465	15:52:35.465	43.462229950	1.272889989
443.715	15:52:35.715	43.462229950	1.272889989
443.965	15:52:35.965	43.462229950	1.272889989
444.215	15:52:36.215	43.462229950	1.272889989
444.465	15:52:36.465	43.462229950	1.272889989
444.715	15:52:36.715	43.462229950	1.272889989
444.965	15:52:36.965	43.462229950	1.272889989
445.215	15:52:37.215	43.462229950	1.272889989
445.465	15:52:37.465	43.462229950	1.272889989
445.715	15:52:37.715	43.462229950	1.272889989
445.965	15:52:37.965	43.462229950	1.272889989
446.215	15:52:38.215	43.462229950	1.272889989
446.465	15:52:38.465	43.462229950	1.272889989
446.715	15:52:38.715	43.462229950	1.272889989
446.965	15:52:38.965	43.462229950	1.272889989
447.215	15:52:39.215	43.462229950	1.272889989
447.465	15:52:39.465	43.462229950	1.272889989
447.715	15:52:39.715	43.462229950	1.272889989
447.965	15:52:39.965	43.462229950	1.272889989
448.215	15:52:40.215	43.462229950	1.272889989
448.465	15:52:40.465	43.462229950	1.272889989
448.715	15:52:40.715	43.462229950	1.272889989
448.965	15:52:40.965	43.462229950	1.272889989
449.215	15:52:41.215	43.462229950	1.272889989
449.465	15:52:41.465	43.462229950	1.272889989
449.715	15:52:41.715	43.462229950	1.272889989
449.965	15:52:41.965	43.462229950	1.272889989
450.215	15:52:42.215	43.462229950	1.272889989
450.465	15:52:42.465	43.462229950	1.272889989
450.715	15:52:42.715	43.462229950	1.272889989
450.965	15:52:42.965	43.462229950	1.272889989
